KEY,English,Turkish,German,Spanish,Italian,Portuguese,French,Hungarian,Polish,Russian,Malay,Czech,Thai,Chinese,Korean,Japanese,Arabic,Indonesian,Romanian,Vietnamese
LEVEL_TEXT_242,Judy wants to have fun with Gymmy.,"Pelinsu, Berkecan ile eğlenmek istiyor.",Juju möchte mit Fitbert Spaß haben.,Judy quiere divertirse con Musculeón.,Judy vuole divertirsi con Sporty.,Júlia quer se divertir com Academilson.,Clara veut s’amuser avec Sporty.,Vivi Ati karjaiba szeretne borulni.,Edytka chce miło spędzić czas z Osiłkiem.,Алиса хочет повеселиться с качком.,Juju nak ajak Abang Sado main luncur ais.,Jitka se chce pobavit s Filipem.,แป้งอยากไปสนุกกับเบิ้ม,茱蒂想和吉米一起玩。,주디는 지미와 즐거운 시간을 보내고 싶어요.,ユリはジョージと遊びたいのです。,كارمن تريد قضاء وقت ممتع مع عنتر.,Ziudith ingin bermain dengan Sasana.,Iulia ar vrea să se distreze cu Titi.,Judy Kiêu Kỳ muốn chơi với Kimmy.
LEVEL_TEXT_243,Find the different cat.,Farklı olan kediyi bul.,"Finde die Katze, die anders ist.",Encuentra al gato que es distinto a los demás.,Trova il gatto diverso.,Encontre o gato diferente.,Trouvez le chat différent.,Keresd meg a különc macskát.,Który kot różni się od pozostałych?,"Найди кота, который отличается от других.",Cari meow yang agak pelik,Najdi odlišnou kočku.,หาแมวที่แตกต่าง,找到不同的貓。,다른 고양이를 찾으세요.,他と違いのあるネコを見つけましょう。,اعثر على القطة المختلفة.,Cari kucing yang berbeda.,Găsește pisica diferită.,Tìm chú mèo khác biệt.
LEVEL_TEXT_244,Save AstroDog from the alien symbiote attack!,Karabaş'ı uzaylı simbiyottan kurtar!,Rette Hundronaut vor dem Angriff der außerirdischen Symbioten!,¡Salva a Astrocán del simbionte extraterrestre!,Salva Astrocane dall'attacco del simbionte alieno!,Salve o Astrocão do ataque do alien simbionte!,Sauvez Thomouaf de l’attaque des symbiotes extraterrestres !,Egy idegen szimbióta támadt Kadétra!,Uratuj Astropsa przed atakiem obcego symbionta!,Спаси Астрострелку от атаки симбиота!,Selamatkan Anjing Astro daripada serangan makhluk asing simbiot!,Zachraň Astropsa před mimozemským symbiontem!,ช่วยไลก้าจากการโจมตี ซิมไบโอตเอเลี่ยน!,從外星共生體的攻擊中拯救星際狗！,외계 공생생물 공격으로부터 우주개를 구해주세요!,エイリアン攻撃から宇宙飛行犬を救いましょう！,أنقذ الكلب الفضائي من هجوم الكائنات الفضائية!,Selamatkan AstroDoge dari serangan alien simbiot!,Salvează-l pe Astro de atacul parazitului extraterestru!,Hãy cứu Cún Vũ Trụ khỏi cuộc tấn công của quái vật ngoài hành tinh!
LEVEL_TEXT_245,Uncle Bubba must find something to keep Tiki occupied.,"Şakir Dayı, Bıdık'ı meşgul edecek bir şey bulmalı.","Onkel Bubba muss etwas finden, um Tiki zu beschäftigen.",El tío Bubba debe encontrar la forma de entretener a Tiki.,Zio Berto deve tenere occupata Tiki.,Tio Buba precisa encontrar algo que mantenha a Tiquinha ocupada.,Tonton Tanguy doit occuper Léa.,Buci bácsi le akarja foglalni valamivel Pollit.,"Wujek Bolek musi znaleźć coś, co zajmie uwagę Tosi.","Дяде Вове нужно придумать, чем занять Лиду.",Cari jalan untuk buatkan Kiki main sendiri.,"Strýček Jarda musí najít způsob, jak Týnu zabavit.",ลุงป้อมต้องหาบางอย่าง เพื่อให้สายธารเล่น,布巴叔叔必須找點事讓蒂基有事可做。,수염 삼촌은 태리가 계속 바쁠 수 있는 무언가를 찾아야 합니다.,おじさんは、キキを退屈させない方法を見つけなければ。,يجب أن يجد العم غسان شيئًا ما لإبقاء لينا مشغولة,Paman Boba pusing. Bagaimana caranya membuat Tika tetap sibuk?,Unchiul Gigi trebuie să o țină pe Maruca ocupată.,Ông Bác Trà Sữa cần tìm một thứ để khiến Bé Tiki trở nên bận rộn.
LEVEL_TEXT_246,Judy's favorite dress is ruined! We must help her.,Pelinsu'nun en sevdiği elbise mahvoldu! Ona yardımcı olmalıyız.,Jujus Lieblingskleid ist ruiniert! Wir müssen ihr helfen.,¡El vestido favorito de Judy quedó arruinado! Hay que ayudarla.,Il vestito preferito di Judy è rovinato! Dobbiamo aiutarla!,O vestido favorito de Júlia está arruinado! Precisamos ajudá-la.,La robe préférée de Clara est trouée ! Aidez-la.,Vivinek elszakadt a kedvenc ruhája! Segítenünk kell neki!,Ulubiona sukienka Edytki jest zniszczona! Musisz jej pomóc.,Любимое платье Алисы испорчено! Нужно помочь ей.,Baju kegemaran Juju dah rosak! Kita kena tolong Juju.,Jitčiny šaty jsou roztrhané! Musíme jí pomoct.,ชุดโปรดของแป้งขาด!  เราต้องช่วยเธอ,茱蒂最喜歡的裙子被毀了！我們必須幫助她。,주디가 가장 좋아하는 드레스가 망가졌어요! 도와주세요.,ユリのお気に入りのドレスが台無しに！何とかしましょう。,لقد تم تدمير فستان كارمن المفضل! يجب أن نساعدها.,Gaun favorit Ziudith rusak! Kita harus membantunya.,Rochia Iuliei e distrusă! Trebuie ajutată.,Chiếc váy yêu thích của Judy Kiêu Kỳ bị hỏng mất rồi! Chúng ta phải giúp cô ấy một tay thôi.
LEVEL_TEXT_247,Doctor Worry must fix that robot arm.,Doktor Civan o robot kolunu tamir etmeli.,Dr. Kummer muss den Roboterarm reparieren.,El doctor Preocupón debe arreglar el brazo del robot.,Il dott. Preoccupazione deve riparare il braccio robotico.,O Doutor Preocupas precisa consertar aquele braço robótico.,Le Docteur Névrose doit réparer le bras du robot.,Dr. Nyápic meg szeretné javítani a robot karját.,Doktor Zmartwiak musi naprawić ramię robota.,Тревожный док должен починить руку робота.,Doktor Ghisau kena baiki lengan robot.,Doktor Lek musí opravit paži robota.,ด็อกเตอร์อัจต้องซ่อม แขนหุ่นยนต์ตัวนั้น,糊塗博士必須修理那條機器人手臂。,걱정 박사는 로봇 팔을 고쳐야 합니다.,ドクター心配性は、ロボットの腕を直さなくては。,يجب على الدكتور عبقرينو إصلاح ذراع الروبوت.,Dr. Jeri harus memperbaiki lengan robot itu.,Doctorul Bizaro trebuie să repare acel braț de robot.,Bác Sĩ Lo Âu cần phải sửa cánh tay người máy đó.
LEVEL_TEXT_248,Find an empty cup.,Boş bir fincan bul.,Finde eine leere Tasse.,Encuentra una taza vacía.,Trova una tazza vuota.,Encontre uma xícara vazia.,Trouvez une tasse vide.,Keress egy üres csészét.,Znajdź pusty kubek.,Найди пустую чашку.,Cari cawan kosong.,Najdi prázdný šálek.,หาถ้วยเปล่า,找一個空杯子。,빈 컵을 찾아보세요.,空のカップを見つけましょう。,اعثر على كوب فارغ.,Cari cangkir yang kosong.,Găsește o ceașcă goală.,Tìm tách nước rỗng.
LEVEL_TEXT_249,Solve the puzzle.,Bulmacayı çöz.,Löse das Rätsel.,Resuelve el acertijo.,Risolvi il rompicapo.,Resolva esta charada.,Résolvez l’énigme.,Oldd meg a feladványt.,Rozwiąż zagadkę.,Реши головоломку.,Selesaikan teka-teki ini.,Vyřeš hádanku.,ไขปริศนา,解決難題。,퍼즐을 풀어보세요.,パズルを解きましょう。,حل اللغز.,Pecahkan teka-teki ini!,Rezolvă problema.,Giải câu đố.
LEVEL_TEXT_25,What's Uncle Bubba's secret?,Şakir dayının sırrını keşfet.,Was ist Onkel Bubbas Geheimnis?,¿Cuál es el secreto del tío Bubba?,Qual è il segreto di zio Berto?,Qual é o segredo do Tio Buba?,Quel est le secret de Tonton Tanguy ?,Mi lehet Buci bácsi titka?,Co ukrywa Wujek Bolek?,Какой же секрет дяди Вовы?,Apakah rahsia Pakcik Bobba?,Najdi tajemství strýčka Jardy.,ความลับของลุงป้อมคืออะไร?,布巴叔叔有什麼秘密呢？,수염 삼촌의 비밀은 무엇입니까?,ひげおじさんの秘密は何？,ما هو سر العم غسان؟,Apa rahasia yang disimpan Paman Boba?,Ce secret ascunde unchiul Gigi?,Ông Bác Trà Sữa có bí mật gì không nhỉ?
LEVEL_TEXT_250,Make the racing game more immersive for Larry.,Yarış oyununu Bahtiyar için daha sürükleyici yap.,Mache das Rennspiel noch realistischer für Felix.,Haz que el juego de Víctor sea más inmersivo.,Rendi il gioco di macchine più immersivo per Abelardo.,Deixe o jogo de corrida mais imersivo para o Pedro.,Rendez le jeu de course plus immersif pour Larry.,"Érd el, hogy Pistának még jobb játékélményben legyen része versenyzés közben.","Spraw, żeby gra w wyścigi bardziej wciągnęła Lucka.",Сделай гонку более захватывающей для Лени.,Buatkan game perlumbaan jadi lebih syok untuk Korie.,Udělej Lukášovu závodní hru poutavější.,ทำให้เกมแข่งรถสมจริง มากขึ้นสำหรับสายฟ้า,讓拉里的賽車遊戲更加身臨其境。,연우를 위해 레이싱 게임의 몰입도를 높여보세요.,レースゲームを、ラリーがさらに夢中になるような物にしましょう。,اجعل لعبة سباق أمجد أكثر إندماجية.,Buat gim balapan ini terasa lebih nyata untuk Lerri.,Fă-l pe Pamfil să aibă o experiență mai palpitantă la simulatorul de raliuri.,Hãy biến game đua xe trở nên cuốn hút hơn với Larry Lả Lướt nhé.
LEVEL_TEXT_26,Doctor Worry needs some gas for the new formula.,Doktor Civan'ın hazırladığı formül için gaza ihtiyacı var.,Dr. Kummer braucht Gas für seine neue Rezeptur.,El doctor Preocupón necesita encontrar gas para crear una fórmula nueva.,Il dottor Preoccupazione ha bisogno di gas per la sua nuova formula.,Dr. Preocupas precisa de um pouco de gás para sua nova fórmula.,Le Docteur Névrose a besoin de gaz pour une expérience.,Dr. Nyápicnak ezúttal gázra van szüksége.,Doktor Zmartwiak potrzebuje gazu do nowej mikstury.,Тревожному доку нужен газ для новой формулы.,Doktor Ghisau perlukan sedikit gas untuk formula baharu.,Doktor Lek potřebuje pro svůj nový výzkum plyn.,ด็อกเตอร์อัจต้องการแก๊ส สำหรับสูตรใหม่,糊塗博士的新配方需要加些瓦斯。,걱정 박사의 새로운 공식을 위해 약간의 가스가 필요합니다.,ドクター心配性は、新しい製法にガスを必要としています。,يحتاج الدكتور نجيب إلى بعض الغاز من أجل الصيغة الجديدة.,Dr. Jeri membutuhkan semacam gas untuk formula ramuan terbarunya.,Doctorul Bizaro are nevoie de gaz pentru noua sa formulă.,Bác Sĩ Lo Âu cần khí ga để thử nghiệm công thức mới.
LEVEL_TEXT_27,Which golden coin is real?,Hangisi gerçek altın para acaba?,Welches Goldstück ist echt?,¿Qué moneda de oro es real?,Quale tra le monete dorate è davvero d'oro?,Qual moeda de ouro é real?,Quelle pièce d’or est la vraie ?,Melyik érme van aranyból?,Która złota moneta jest prawdziwa?,Какая из золотых монет настоящая?,Syiling emas manakah yang sebenar?,Která zlatá mince je pravá?,เหรียญทองเหรียญไหน เป็นเหรียญจริง?,哪個硬幣才是純金的呢？,어떤 황금 동전이 진짜입니까?,本物の金貨はどれ？,أي منهم هي العملة الذهبية الحقيقية؟,Mana koin emas yang asli?,Care dintre monedele de aur e autentică?,Đồng xu nào là vàng thật?
LEVEL_TEXT_28,Doctor Worry needs to get blood samples from that fly.,Doktor Civan'ın sinekten kan örneği alması gerekli.,Dr. Kummer braucht eine Blutprobe von dieser Mücke.,El doctor Preocupón necesita extraerle sangre a ese mosquito.,Il dottor Preoccupazione ha bisogno di estrarre un campione di sangue da quella zanzara.,Dr. Preocupas precisa de amostras de sangue daquele mosquito.,Le Docteur Névrose a besoin d’un échantillon de sang du moustique.,Dr. Nyápic vérmintát szeretne venni a szúnyogtól.,Doktor Zmartwiak potrzebuje próbki krwi od tego komara.,Тревожный док должен взять образцы крови этой мухи.,Doktor Ghisau perlu dapatkan sampel darah dari lalat itu.,Doktor Lek potřebuje z toho komára vzorky krve.,ด็อกเตอร์อัจต้องการ ตัวอย่างเลือดจากยุงตัวนั้น,糊塗博士想採集那隻蚊子的血液樣本。,걱정 박사는 파리의 혈액 샘플을 채취해야 합니다.,ドクター心配性は、ハエから血液サンプルを得る必要があります。,يحتاج الدكتور نجيب إلى أخذ عينات دم من تلك البعوضة.,Dr. Jeri membutuhkan sampel darah dari nyamuk itu.,Doctorul Bizaro vrea o mostră de sânge de la acel țânțar.,Bác Sĩ Lo Âu cần lấy mẫu máu từ con muỗi đó.
LEVEL_TEXT_29,Doctor Worry's new robot requires some electricity.,Doktor Civan'ın yeni robotuna elektrik lazım.,Dr. Kummers neuer Roboter braucht Strom.,El robot nuevo del doctor Preocupón necesita electricidad.,Il nuovo robot del dottor Preoccupazione ha bisogno di essere alimentato.,O novo robô do Dr. Preocupas precisa de eletricidade.,Le nouveau robot du Docteur Névrose n’est pas alimenté.,A robot elektromosság híján nem kapcsol be.,Nowy robot Doktora Zmartwiaka potrzebuje prądu.,Нужно подключить нового робота тревожного дока к электричеству.,Robot baharu Doktor Ghisau perlukan elektrik.,Robot doktora Leka potřebuje elektřinu.,หุ่นยนต์ตัวใหม่ของ ด็อกเตอร์อัจต้องใช้ไฟฟ้า,博士的新機器人需要電力來發動。,걱정 박사의 새로운 로봇은 전기가 필요합니다.,ドクター心配性の新ロボットに電気が必要です。,يحتاج الروبوت الجديد الخاص بالدكتور نجيب إلى بعض الكهرباء.,Robot terbaru Dr. Jeri membutuhkan listrik.,Noul robot al doctorului Bizaro are nevoie de electricitate.,Robot mới của Bác Sĩ Lo Âu cần có điện.
LEVEL_TEXT_3,Can you tap on all of my cats?,Bütün kedilere dokunabilir misin?,Kannst du auf alle meine Katzen tippen?,¿Puedes tocar a todos los gatitos?,Riesci a toccare tutti i miei gatti?,Consegue tocar em todos os meus gatos?,Pouvez-vous toucher tous mes chats ?,Simogasd meg az összes cicát.,Uda Ci się dotknąć wszystkich moich kotów?,Сможешь нажать на всех моих кошек?,Cuba ketik pada semua kucing aku.,Klepneš na všechny moje kočky?,คุณจะแตะแมวทุกตัว ของฉันได้ไหม?,你能點選所有的貓咪嗎？,모든 고양이를 누를 수 있습니까?,全ての猫ちゃんをタップすることが出来ますか？,هل يمكنك الضغط على كل قططي؟,Semua kucingku minta di-pukpuk di kepala.,Poți să apeși pe toate pisicile mele?,Đố bạn chạm vào tất cả các con mèo của mình đấy?
LEVEL_TEXT_30,We need a cleaner energy for this robot.,Robot için daha temiz bir enerji kaynağına ihtiyaç var.,Wir brauchen saubere Energie für diesen Roboter.,Necesitamos energía limpia para este robot.,Abbiamo bisogno di energia più pulita per questo robot.,Precisamos de energia mais limpa para este robô.,Ce robot fonctionne à l’énergie propre.,A robotnak tisztább energiára van szüksége.,Potrzebujemy czystszej energii dla robota.,Для этого робота нужна более чистая энергия.,Kami perlukan tenaga yang lebih bersih untuk robot ini.,Tenhle robot potřebuje čistější energii.,เราต้องการพลังงานสะอาด ให้หุ่นยนต์ตัวนี้,用清潔能源來發動機器人。,이 로봇에는 더 깨끗한 에너지가 필요합니다.,このロボットは、よりキレイなエネルギーが必要です。,نحتاج إلى طاقة أنظف لهذا الروبوت.,Kita membutuhkan sumber energi listrik yang bersih untuk mengaktifkan robot ini.,Acest robot folosește doar energie nepoluată.,Chúng ta cần nguồn năng lượng sạch hơn cho robot này.
LEVEL_TEXT_31,I must find a way to discharge.,Üstümdeki cereyanı boşaltmalıyım.,Ich muss irgendwie entladen.,Lily necesita deshacerse de la estática.,Devo trovare un modo per scaricare l'elettricità!,Preciso dar um jeito de descarregar.,Je dois me débarrasser de cette électricité statique.,Égnek mered a hajam a feszültségtől! Segíts!,Muszę się jakoś rozładować!,Мне нужно заземлиться.,"Alamak, rambut terpacak lah pulak.","Musím najít způsob, jak se zbavit energie.",ฉันต้องหาวิธีปล่อย กระแสไฟฟ้า,我得想辦法把電導出來。,릴리의 정전기를 제거해 주세요.,退院する方法を見つけなければ。,يجب أن أجد طريقة لإزيل شحنة الكهرباء.,"Aduh, bagaimana ini? Rambutku tidak mau turun.",Trebuie să mă descarc cumva.,Làm sao để tóc xẹp xuống bây giờ?
LEVEL_TEXT_32,Oh no! A bear is attacking me!,Olamaz! Bu ayı bana saldırıyor!,Oh nein! Ein Bär attackiert mich!,"¡Ay, no! ¡El oso está a punto de atacar!","Oh, no! Un orso mi sta attaccando!",Essa não! Um urso está me atacando!,Oh non ! Un ours m’attaque !,Egy medve támadt a járókelőkre!,O nie! Niedźwiedź atakuje!,"О, нет! Медведь нападает на меня!",Alamak! Beruang kejar aku!,Ale ne! Ten medvěd jde po mně!,ไม่นะ! หมีกำลังจะทำร้ายฉัน!,喔不！有熊想攻擊我！,안 돼! 곰이 공격해와요!,なんてことっ！クマが襲いかかってきます！,أوه لا! هنالك دب يهاجمني!,Awas! Ada beruang mengamuk!,Vai! Mă atacă un urs!,Ôi không! Một con gấu sắp sửa tấn công mình!
LEVEL_TEXT_33,Stop my little sister from peeking into my phone!,"Kız kardeşimin, telefonumu dikizlemesini engelle!","Halte meine kleine Schwester davon ab, in mein Handy zu schauen!",¡No dejes que la hermanita de Lily le revise el teléfono!,Fai in modo che mia sorella la smetta di sbirciare il mio telefono.,Impeça minha irmãzinha de olhar meu celular!,Empêchez ma sœur de regarder dans mon téléphone !,"Polli az agyamra megy azzal, hogy állandóan a telefonomat lesi!","Siostrzyczka zagląda mi w ekran, zrób coś!",Пусть сестренка перестанет подглядывать в мой телефон!,Halang Kiki Kemetot daripada mengintai pada telefon aku!,"Udělej něco, aby mi sestra přestala koukat do telefonu!",หยุดน้องสาวไม่ให้ แอบดูโทรศัพท์ของฉัน!,阻止我妹妹偷看我的手機！,여동생이 내 휴대폰을 못 보게 막아주세요!,妹が私の携帯を覗き見るのを、止めさせましょう！,أوقف أختي الصغيرة من النظر إلى هاتفي!,Jangan biarkan adikku mengintip isi HP-ku!,Surioara mea mi se tot uită în telefon. Fă ceva!,Đừng để em gái nhìn trộm điện thoại của Lily!
LEVEL_TEXT_34,Stop her awful singing!,Şu berbat şarkıyı söylemesini engelle!,Beende ihren grässlichen Gesang!,¡Desafina! Haz que deje de cantar.,Interrompi il suo canto stonato!,Pare a cantoria horrível dela!,"Empêchez-la de chanter, par pitié !",Megőrülök ettől a kornyikálástól!,Powstrzymaj ten okropny śpiew!,Останови ее ужасное пение!,Hentikan nyanyian katak panggil hujan Kiki Kemetot!,Donuť ji přestat zpívat!,หยุดเสียงร้องเพลงแย่ๆ ของเธอ,阻止小琪琪的魔音穿腦！,태리의 끔찍한 노래를 멈추세요!,彼女のひどい歌を止めましょう！,أوقف غنائها الفظيع!,"Siapa pun, hentikan adikku bernyanyi!",Oprește această interpretare sinistră!,Ngăn giọng hát kinh khủng này lại!
LEVEL_TEXT_35,Oh no! Granny Amy has fallen asleep and will fall down!,Olamaz! Naciye teyzenin içi geçmiş ve düşmek üzere!,Oh nein! Oma Amy ist eingeschlafen und wird gleich umfallen!,"¡Ay, no! La abuela Amy se durmió y va a caerse.","Oh, no! Nonna Uga si è addormentata e rischia di cadere!",Essa não! A Vovó Emi dormiu e vai acabar caindo!,Oh non ! Mamie Annie s’est endormie et elle va tomber !,"Ajjaj! A nagyi elszenderedett, és mindjárt leesik!",O nie! Babcia Ania zasnęła i zaraz spadnie!,"О, нет! Баба Маня уснула и сейчас вот-вот упадет!",Alamak! Nek Yam tertidur. Sikit lagi nenek akan jatuh!,Ale ne! Babička Vlasta usnula a za chvíli spadne!,ไม่นะ! ยายชะเอมหลับไปแล้ว และกำลังจะตก,喔不！愛咪婆婆睡著會摔下來的！,안 돼! 잠든 순자 할머니가 넘어질 것 같아요!,あら！エイミー婆さん、寝ちゃって倒れてしまう！,أوه لا! لقد نامت الجدة أمل وسوف تسقط!,Ya ampun! Nenek Ami tertidur dan hampir terjatuh!,Vai! Bunica Ana a adormit și riscă să cadă!,Ôi không! Bà Ngoại Nghiêm Nghị vừa ngủ gật và sẽ ngã mất thôi!
LEVEL_TEXT_36,My little sister rummaged through my precious candies. I must put them back.,Bıdık saklı şekerlerimi yağmalamış! Hepsini toplamalıyım.,Meine kleine Schwester hat durch meine Süßigkeiten gewühlt. Ich muss sie zurückräumen.,La hermanita de Lily tocó sus caramelos sin permiso. Ayúdala a guardarlos.,Mia sorella ha rovistato tra le mie preziose caramelle. Devo rimetterle a posto.,Minha irmãzinha mexeu nos meus preciosos doces! Preciso guardar tudo!,Ma petite sœur a fouillé dans mes délicieux bonbons. Je dois les ranger.,A húgom felforgatta a dugi nasijaimat. Vissza kell tennem a megmaradt édességet a dobozba.,Siostrzyczka dorwała się do moich słodyczy. Muszę je z powrotem schować.,Сестренка рылась в моих любимых конфетах. Нужно положить их обратно.,Kiki dah selongkar gula-gula aku lagi. Susun semua gula-gula.,Moje sestra se přehrabovala v mých sladkostech. Musím je uklidit.,น้องสาวของฉันค้นขนม ของฉันจนกระจุยกระจาย  ฉันต้องใส่พวกมันกลับไป,小琪琪發現我藏起來的糖果了。 我得把它們收好。,여동생이 소중한 사탕을 샅샅이 뒤졌습니다. 다시 넣어야 해요.,妹が私の大事なキャンディーをぐちゃぐちゃにしました。元に戻さなくては。,لقد بعثرت أختي الصغيرة الحلوى الثمينة الخاصة بي. يجب أن أعيدهم الى الصندوق.,Adikku mengacak-acak boks permenku yang berharga. Aku terpaksa merapikannya kembali.,Surioara mea mi-a răvășit cutiile cu bomboanele mele prețioase. Trebuie să le pun la loc.,Em gái vừa lục lọi đống kẹo quý giá của mình. Mình cần phải cất chúng trở lại.
LEVEL_TEXT_37,I want to swing faster.,Daha hızlı sallanmak istiyorum.,Ich möchte schneller schaukeln.,Lily quiere columpiarse más rápido.,Voglio andare più veloce.,Quero balançar mais rápido.,Je veux me balancer plus vite.,Gyorsabban akarok hintázni!,Chcę się szybciej huśtać.,Хочу качаться быстрее.,Macam mana nak buat buai ni berayun lebih laju.,Chci se houpat rychleji.,ฉันอยากแกว่งให้ไวกว่านี้,我想盪得快一點。,그네를 더 빨리 타고 싶어요.,もっと速くこぎたいのです。,أريد أن أتأرجح بشكل أسرع.,Aku ingin berayun lebih cepat.,Vreau să mă leagăn mai tare.,Lily muốn đu bay nhanh hơn.
LEVEL_TEXT_38,Doctor Worry must make a new concoction according to the formula.,Doktor Civan formüle göre yeni bir karışım hazırlamalı.,Dr. Kummer muss eine neue Tinktur gemäß der Formel mischen.,El doctor Preocupón debe seguir la fórmula para crear un mejunje nuevo.,Il dottor Preoccupazione deve preparare una nuova formula.,Dr. Preocupas precisa fazer uma nova mistura de acordo com a fórmula.,Le Docteur Névrose doit utiliser la formule pour préparer un nouveau produit.,Dr. Nyápic új vegyületet készít a képletnek megfelelően.,Doktor Zmartwiak musi sporządzić nową miksturę zgodnie z przepisem.,Тревожный док должен приготовить новую смесь в соответствии с формулой.,Doktor Ghisau mesti buat ramuan baru ikut formula.,Doktor Lek musí podle vzorce vytvořit novou směs.,ด็อกเตอร์อัจต้องปรุง ส่วนผสมใหม่ตามสูตร,迷糊博士得根據配方製作出新的藥水。,걱정 박사는 공식에 따라 새로운 혼합물을 만들어야 합니다.,ドクター心配性は、製法に従い新しい調合薬を作らなくてはなりません。,يجب أن يخترع الدكتور نجيب دواء جديد وفقًا للصيغة.,Dr. Jeri harus membuat ramuan baru sesuai formula.,Doctorul Bizaro vrea să testeze formula noului medicament.,Bác Sĩ Lo Âu muốn pha chế theo công thức mới.
LEVEL_TEXT_39,Doctor Worry can't solve the equation.,Doktor Civan bu denklemi çözemiyor.,Dr. Kummer kann die Gleichung nicht lösen.,El doctor Preocupón no logra resolver esta ecuación.,Il dottor Preoccupazione non riesce a risolvere l'equazione.,Dr. Preocupas não consegue resolver a equação.,Le Docteur Névrose n’arrive pas à résoudre l’équation.,Segíts dr. Nyápicnak megoldani az egyenletet.,Doktor Zmartwiak nie potrafi rozwiązać zadania.,Тревожный док не может решить уравнение.,Doktor Ghisau tak dapat selesaikan persamaan ini.,Doktor Lek nedokáže vyřešit tuto rovnici.,ด็อกเตอร์อัจแก้สมการไม่ได้,糊塗博士解不開這題目。,걱정 박사는 이 방정식을 풀 수 없습니다.,ドクター心配性は方程式を解くことができません。,الدكتور نجيب لا يمكنه حل المعادلة.,Dr. Jeri kesulitan memecahkan soal ini.,Doctorul Bizaro nu poate rezolva problema.,Bác Sĩ Lo Âu không thể giải được bài toán này.
LEVEL_TEXT_4,What's on my mind?,Bil bakalım aklımdan ne geçiyor?,Woran denke ich?,¿En qué estoy pensando?,A cosa sto pensando?,No que estou pensando?,Je pense à quoi ?,Mi jár a fejemben?,O czym myślę?,О чем я думаю?,Apa yang aku sedang fikirkan?,O čem přemýšlím?,คุณคิด อะไรอยู่?,我在想什麼呢？,나는 무엇을 생각하고 있을까요?,私は何を考えているでしょう?,بماذا افكر؟,"Aku sedang memikirkan apa, hayo?",La ce mă gândesc?,Đố bạn biết mình đang nghĩ gì?
LEVEL_TEXT_40,"Granny Amy is having a terrible back pain, I must help her!","Naciye teyzenin beli çok kötü ağrıyor, yardım etmeliyiz!","Oma Amy hat furchtbare Rückenschmerzen, ich muss ihr helfen!",A la abuela Amy le duele mucho la espalda. ¡Hay que ayudarla!,"Nonna Uga ha la schiena bloccata, devo aiutarla.","A Vovó Emi está com uma dor terrível nas costas, preciso ajudá-la!",Mamie Annie a terriblement mal au dos. Je dois l’aider !,Margó nagyinak sajog a háta. Segítenem kell neki.,Babcię Anię bardzo bolą plecy. Muszę jej pomóc!,У бабы Мани жутко болит спина. Нужно помочь ей!,"Nek Yam sakit belakang, biar Lily tolong!",Babičku Vlastu strašlivě bolí záda. Musím jí pomoct!,ยายชะเอมปวดหลังมาก ฉันต้องช่วยเธอ!,愛咪婆婆的背好疼，快幫幫她！,순자 할머니는 끔찍한 허리 통증을 겪고 있습니다. 제가 그녀를 도와야 합니다!,エイミー婆さんは背中にひどい痛みを感じています。助けなければ！,الجدة أمل تعاني من آلام الظهر الرهيبة، يجب أن أساعدها!,Nyeri punggung Nenek Ami kambuh lagi. Aku harus menyembuhkannya.,Pe bunica Ana o doare teribil spatele. Trebuie să o ajut.,"Bà Ngoại Nghiêm Nghị đang bị đau lưng, phải giúp bà một tay thôi!"
LEVEL_TEXT_41,Where is the remote?!,Televizyon kumandası nerede?!,Wo ist die Fernbedienung?!,¿Dónde está el control remoto?,Dov'è il telecomando?,Onde está o controle remoto?!,Où est la télécommande ?,Hol lehet a távirányító?!,Gdzie jest pilot?!,Где пульт?!,Mana alat kawalan jauh tv?!,Kde je ovladač?,รีโมตอยู่ไหนนะ?!,遙控器在哪裡？！,리모컨은 어디에 있습니까?!,リモコンはどこ？！,أين جهاز التحكم ؟!,Di mana sih remot TV ini?,Unde e telecomanda?!,Điều khiển tivi nằm ở đâu nhỉ?!
